area,rank,title
Image classification,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Image classification,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Image classification,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Image classification,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Image classification,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Image classification,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Image classification,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Image classification,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Image classification,189,Dynamic Graph CNN for Learning on Point Clouds
Image classification,190,Partial Convolution based Padding
Image classification,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Image classification,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Image classification,193,Deep Snake for Real-Time Instance Segmentation
Image classification,194,Global Context for Convolutional Pose Machines
Image classification,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Image classification,196,BlenderProc
Image classification,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Image classification,198,YolactEdge: Real-time Instance Segmentation on the Edge
Image classification,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Image classification,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Object detection,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Object detection,2,Searching for MobileNetV3
Object detection,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Object detection,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Object detection,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Object detection,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Object detection,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Object detection,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Object detection,9,Mask R-CNN
Object detection,10,Pyramid Scene Parsing Network
Object detection,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
Object detection,12,Deep Residual Learning for Image Recognition
Object detection,13,ParseNet: Looking Wider to See Better
Object detection,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Object detection,15,The surprising impact of mask-head architecture on novel class segmentation
Object detection,16,BEiT: BERT Pre-Training of Image Transformers
Object detection,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
Object detection,18,Learning to Segment Every Thing
Object detection,19,PointRend: Image Segmentation as Rendering
Object detection,20,TensorMask: A Foundation for Dense Object Segmentation
Object detection,21,Panoptic Feature Pyramid Networks
Object detection,22,Panoptic-DeepLab
Object detection,23,Pointly-Supervised Instance Segmentation
Object detection,24,Path Aggregation Network for Instance Segmentation
Object detection,25,Seesaw Loss for Long-Tailed Instance Segmentation
Object detection,26,FCOS: A simple and strong anchor-free object detector
Object detection,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Object detection,28,A novel Region of Interest Extraction Layer for Instance Segmentation
Object detection,29,ResNeSt: Split-Attention Networks
Object detection,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Object detection,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Object detection,32,Deep High-Resolution Representation Learning for Visual Recognition
Object detection,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
Object detection,34,CARAFE: Content-Aware ReAssembly of FEatures
Object detection,35,YOLACT: Real-time Instance Segmentation
Object detection,36,Mask Scoring R-CNN
Object detection,37,Hybrid Task Cascade for Instance Segmentation
Object detection,38,"Deformable ConvNets v2: More Deformable, Better Results"
Object detection,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Object detection,40,XCiT: Cross-Covariance Image Transformers
Object detection,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
Object detection,42,Co-Scale Conv-Attentional Image Transformers
Object detection,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Object detection,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Object detection,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Object detection,46,RepVGG: Making VGG-style ConvNets Great Again
Object detection,47,Evolving Normalization-Activation Layers
Object detection,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Object detection,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
Object detection,50,Fully Convolutional Networks for Semantic Segmentation
Object detection,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
Object detection,52,Unsupervised Learning of Object Keypoints for Perception and Control
Object detection,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
Object detection,54,Video-to-Video Synthesis
Object detection,55,Emerging Properties in Self-Supervised Vision Transformers
Object detection,56,Rethinking ImageNet Pre-training
Object detection,57,Learning Strict Identity Mappings in Deep Residual Networks
Object detection,58,Self-Supervised Learning with Swin Transformers
Object detection,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
Object detection,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Object detection,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Object detection,62,Lite-HRNet: A Lightweight High-Resolution Network
Object detection,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Object detection,64,Attention-guided Context Feature Pyramid Network for Object Detection
Object detection,65,SOLOv2: Dynamic and Fast Instance Segmentation
Object detection,66,SOLO: Segmenting Objects by Locations
Object detection,67,HarDNet: A Low Memory Traffic Network
Object detection,68,High-Resolution Representations for Labeling Pixels and Regions
Object detection,69,FCOS: Fully Convolutional One-Stage Object Detection
Object detection,70,Microsoft COCO: Common Objects in Context
Object detection,71,Simple Training Strategies and Model Scaling for Object Detection
Object detection,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
Object detection,73,Rethinking Pre-training and Self-training
Object detection,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
Object detection,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
Object detection,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
Object detection,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
Object detection,78,Unified Perceptual Parsing for Scene Understanding
Object detection,79,Semantic Understanding of Scenes through the ADE20K Dataset
Object detection,80,YOLACT++: Better Real-time Instance Segmentation
Object detection,81,Deformable Convolutional Networks
Object detection,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Object detection,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Object detection,84,Learning to Refine Object Segments
Object detection,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Object detection,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Object detection,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Object detection,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Object detection,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Object detection,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Object detection,91,Disentangled Non-Local Neural Networks
Object detection,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Object detection,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Object detection,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Object detection,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Object detection,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Object detection,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Object detection,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Object detection,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Object detection,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Object detection,101,Fast-SCNN: Fast Semantic Segmentation Network
Object detection,102,Dual Attention Network for Scene Segmentation
Object detection,103,Attention U-Net: Learning Where to Look for the Pancreas
Object detection,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Object detection,105,OCNet: Object Context Network for Scene Parsing
Object detection,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Object detection,107,Context Encoding for Semantic Segmentation
Object detection,108,Efficient Attention: Attention with Linear Complexities
Object detection,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Object detection,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Object detection,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Object detection,112,Rethinking Channel Dimensions for Efficient Model Design
